title,link,source,time,type,content
Samsung begins shipments of HMB4 chips for AI; sees sales tripling in 2026,https://www.investing.com/news/stock-market-news/samsung-begins-shipments-of-hmb4-chips-for-ai-sees-sales-tripling-in-2026-4501686,Investing.com,2026-02-12 06:29:51,Free,"Investing.com-- Samsung Electronics said on Thursday it had commenced mass production of advanced high-bandwidth memory chips used in artificial intelligence processors, and had shipped commercial products to customers.

The electronics conglomerate said it expects its HBM chip sales to more than triple in 2026 from 2025, and that it was “proactively expanding” its HBM4 production capacity.

Samsung said it had begun mass production of the fourth generation of HBM chips, HBM4, with the company claiming that its chips set a new industry benchmark for HBM4 performance and power efficiency.

The South Korean memory chip giant’s shares rallied over 6% to a record high on Thursday. It also said it is the first company to mass-produce and ship the HBM4 chips.

Samsung’s announcement comes shortly after U.S. rival Micron Technology Inc (NASDAQ:MU) said it had commenced shipments of HMB4 chips. The two appear to have beaten rival SK Hynix Inc (KS:000660) in commencing shipments of HBM4 memory.

The company said it will begin sampling for HBM4E– an advanced version of the chips– in the second half of 2026.

Samsung’s announcement on Thursday was largely telegraphed by a slew of media reports over the past month. The company is reportedly a major memory supplier to NVIDIA Corporation (NASDAQ:NVDA), and will supply chips for Nvidia’s next-gen Vera Rubin AI processors.

HBM are a class of memory chips crucial towards AI development, given the large computing requirements of generative AI models. They facilitate much faster processing speeds and memory capacity.

Samsung has also largely shifted focus towards more high-margin HBM and AI memory products in recent quarters, amid outsized demand from the industry."
"Micron Tech, Borgwarner among market cap stock movers on Wednesday",https://www.investing.com/news/stock-market-news/micron-tech-borgwarner-among-market-cap-stock-movers-on-wednesday-93CH-4501018,Investing.com,2026-02-11 19:01:40,Free,"Wednesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Micron Tech (MU) are rallying, while stocks like IBM (IBM) are declining. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers

Market Cap Range: $200 billion USD or higher

Large-Cap Stock Movers

Market Cap Range: $10-$200 billion USD

Mid-Cap Stock Movers

Market Cap Range: $2-$10 billion USD

Small-Cap Stock Movers

Market Cap Range: $300 million -$2 billion USD

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Micron stock rises 6% after CFO clarifies HBM4 production status,https://www.investing.com/news/stock-market-news/micron-stock-rises-55-after-cfo-clarifies-hbm4-production-status-4500098,Investing.com,2026-02-11 15:59:07,Free,"Investing.com -- Micron Technology (NASDAQ:MU) stock rose 6.3% Wednesday after the company’s CFO addressed concerns about its HBM4 memory product during a presentation at the Wolfe Research conference in New York.

The memory chipmaker gained ground after executives clarified what they described as ""inaccurate reporting"" regarding the company’s High Bandwidth Memory technology.

""We have been in high volume production on HBM4. We’ve commenced customer shipments of HBM4. And we see shipment volumes ramping successfully this calendar, Q1,"" said Micron CFO Mark Murphy. ""This is a quarter earlier than we mentioned during our December earnings call.""

Murphy emphasized that Micron’s HBM4 product delivers performance exceeding 11 gigabits per second, adding that the company is ""highly confident in our HBM4 product performance and quality and reliability.""

The CFO also highlighted strong business momentum beyond the HBM4 clarification, stating that Micron’s ""business is on an extraordinary trajectory"" with demand ""significantly higher than our ability to supply.""

""We continue to expect supply demand to be tight beyond 26. We’re doing everything we can to plan and invest appropriately for our customers’ needs over time,"" Murphy said.

Lynx Equity Strategies analyst KC Rajkumar suggested the clarification should ""put to rest the noise that had been running around"" regarding Micron’s HBM4 capabilities.

The positive market reaction reflects the growing importance of high bandwidth memory for AI applications, as demand for advanced memory solutions increases among technology companies developing artificial intelligence hardware and infrastructure."
"Micron, Palantir among market cap stock movers on Wednesday",https://www.investing.com/news/stock-market-news/micron-palantir-among-market-cap-stock-movers-on-wednesday-93CH-4500550,Investing.com,2026-02-11 15:32:07,Free,"Wednesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Micron Technology and Lam Research Corp are rallying, while others like Palantir Technologies Inc and Unity Software Inc are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap:$200 billion USD or higher)

Large-Cap Stock Movers (Market Cap:$10-$200 billion USD)

Mid-Cap Stock Movers (Market Cap:$2-$10 billion USD)

Small-Cap Stock Movers (Market Cap:$300 million -$2 billion USD)

For real-time, market-moving news join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Micron Technology price target raised to $450 from $350 at Morgan Stanley,https://www.investing.com/news/analyst-ratings/micron-technology-price-target-raised-to-450-from-350-at-morgan-stanley-93CH-4500070,Investing.com,2026-02-11 14:16:56,Free,"The investment bank cited ongoing DRAM price increases and supply shortages as key factors behind its more bullish outlook. Morgan Stanley noted that DDR5 spot pricing has already increased 30% year-to-date and currently sits 130% above January contract prices. This pricing environment has contributed to Micron’s impressive 45.43% revenue growth over the last twelve months, with the company generating $42.31 billion in revenue during this period.

The firm highlighted that mainstream DRAM pricing could potentially double again while still remaining more than 10% below current spot prices, which continue to trend upward. Contract prices have already risen 86% from December levels.

Morgan Stanley expressed confidence that mainstream prices may approach ""high teens ASP per GB"" levels, noting that buyers who delayed securing inventory are already paying close to those rates.

The firm expects the intense DRAM shortage to persist, with 2026 supply growth projected to be insufficient to alleviate market tightness, potentially driving further price increases throughout the year.

In other recent news, Micron Technology has been the focus of several analyst upgrades, reflecting positive momentum in the memory market. Deutsche Bank raised its price target for Micron to $500, citing favorable supply and demand dynamics in the memory sector. UBS also increased its price target to $450, highlighting strengthening pricing dynamics across DRAM and NAND, with expectations of significant price increases in the first quarter of 2026. Mizuho followed suit, adjusting its target to $480, pointing to pricing tailwinds in legacy DRAM and NAND markets that could boost Micron’s growth and margins into 2026. HSBC raised its target to $500, emphasizing the rapid rally in DRAM prices. Additionally, Micron is preparing to announce a new investment in memory chip manufacturing capacity in Singapore, focusing on NAND flash memory production. These developments suggest a positive outlook for Micron, driven by market dynamics and strategic investments.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Micron begins HBM4 shipments quarter ahead of schedule,https://www.investing.com/news/pro/micron-begins-hbm4-shipments-quarter-ahead-of-schedule-432SI-4499984,Investing.com,2026-02-11 14:02:07,Pro,PAID
Micron Tech receives Investment Bank Analyst Rating Update,https://www.investing.com/news/pro/morgan-stanley-maintains-micron-at-overweight-with-a-price-target-of-45000-4499050,Investing.com,2026-02-11 10:35:02,Pro,PAID
"Intel, Wells Fargo among market cap stock movers on Tuesday",https://www.investing.com/news/stock-market-news/intel-wells-fargo-among-market-cap-stock-movers-on-tuesday-93CH-4497710,Investing.com,2026-02-10 19:01:27,Free,"Tuesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Oracle Corp and Home Depot are rallying, while stocks like Intel Corp and Wells Fargo are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers ($200 billion USD or higher)

Large-Cap Stock Movers ($10-$200 billion USD)

Mid-Cap Stock Movers ($2-$10 billion USD)

Small-Cap Stock Movers ($300 million - $2 billion USD)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Deutsche Bank raises Micron stock price target to $500 on HBM growth,https://www.investing.com/news/analyst-ratings/deutsche-bank-raises-micron-stock-price-target-to-500-on-hbm-growth-93CH-4497137,Investing.com,2026-02-10 15:14:56,Free,"Investing.com - Deutsche Bank raised its price target on Micron Technology (NASDAQ:MU) to $500 from $300 while maintaining a Buy rating. The new target represents potential upside from Micron’s current price of $381.64, which has already delivered an impressive 301% return over the past year.

Deutsche Bank increased its calendar year 2026 earnings per share estimate to $46.50 and based the new price target on approximately 11 times that figure.

The target multiple stands above Micron’s five-year median forward price-to-earnings ratio of about 10 times, reflecting what the firm called ""unprecedented tightness within the memory market"" and Micron’s position as a top memory vendor.

In other recent news, Micron Technology has seen a series of analyst upgrades, reflecting positive developments in the memory market. UBS raised its price target for Micron to $450 from $400, maintaining a Buy rating due to strengthening pricing dynamics in DRAM and NAND. Similarly, Mizuho increased its price target to $480 from $390, citing pricing tailwinds in the DRAM and NAND markets that are expected to boost Micron’s revenue and margins into 2026. HSBC also adjusted its price target for Micron to $500 from $350, highlighting a rapid rally in DRAM prices. Additionally, TD Cowen raised its price target to $450 from $300, pointing to worsening shortages in the memory market as a driving factor.

Meanwhile, Micron is reportedly set to announce a new investment in Singapore to expand its NAND flash memory production capacity. This development aligns with the company’s focus on increasing manufacturing capabilities amidst rising demand. Analysts from these firms continue to maintain positive outlooks on Micron, with expectations of continued growth in the memory sector.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Micron Tech receives Investment Bank Analyst Rating Update,https://www.investing.com/news/pro/deutsche-bank-maintains-micron-at-buy-with-a-price-target-of-50000-4496894,Investing.com,2026-02-10 14:31:02,Pro,PAID
"Oracle, Nvidia among market cap stock movers on Monday",https://www.investing.com/news/stock-market-news/oracle-nvidia-among-market-cap-stock-movers-on-monday-93CH-4494402,Investing.com,2026-02-09 15:31:44,Free,"Monday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Oracle and Nvidia are rallying, while others like Workday and Waters are experiencing declines. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap:$200 billion USD or higher)

Large-Cap Stock Movers (Market Cap:$10-$200 billion USD)

Mid-Cap Stock Movers (Market Cap:$2-$10 billion USD)

Small-Cap Stock Movers (Market Cap:$300 million - $2 billion USD)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
"Novo Nordisk, Kroger and Eli Lilly rise premarket; Micron falls",https://www.investing.com/news/stock-market-news/novo-nordisk-kroger-and-eli-lilly-rise-premarket-micron-falls-4493409,Investing.com,2026-02-09 12:38:23,Free,"Investing.com -- U.S. stock futures slipped slightly lower Monday, at the start of a week that includes the release of key economic data as well as more corporate earnings.

Here are some of the biggest premarket U.S. stock movers today:

Novo Nordisk (NYSE:NVO) stock gained 5.7% and Hims Hers Health (NYSE:HIMS) slumped 20% after the telehealth company pulled its newly launched $49 compounded weight-loss pill over the weekend, following legal pressure from the Danish drugmaker and the U.S. Food and Drug Administration.

Kroger (NYSE:KR) stock rose 5.3% after a Wall Street Journal report said the grocery chain has picked former Walmart executive Greg Foran as its CEO, a year after the ouster of Rodney McMullen.

Dynatrace (NYSE:DT) stock gained 13% after the AI technology firm reported better-than-expected results for the third quarter of fiscal 2026 and raised its full-year guidance.

Micron Technology (NASDAQ:MU) stock fell 2.9% after a report indicated Samsung Electronics will begin mass production of next-generation high-bandwidth memory chips this month, intensifying competition in the high-bandwidth memory chip market.

Eli Lilly (NYSE:LLY) stock rose 1.8% after the pharmaceutical giant said it planned to acquire therapy developer Orna Therapeutics for up to $2.4 billion in cash.

Apollo Global Management (NYSE:APO) stock rose 4.3% after the alternative asset manager reported a 13% rise in fourth-quarter profit, buoyed by inflows of fresh client money and strong debt origination.

Cleveland-Cliffs (NYSE:CLF) stock fell 3.7% after the steel producer reported a narrower-than-expected fourth-quarter loss, but its revenue fell short of analyst expectations amid weak automotive production levels.

STMicroelectronics (NYSE:STM) ADRs gained 6.5% after the chipmaker announced an expanded strategic partnership with Amazon Web Services, boosting investor optimism about its exposure to fast-growing data centre and cloud infrastructure markets.

Nexxen (NASDAQ:NEXN) stock surged 16% after Sky News reported that the advertising technology firm has received takeover interest.

Li Auto (NASDAQ:LI) stock fell 3.1% after JPMorgan downgraded its stance on the Chinese auto maker to “underweight” from “neutral,” on a view that new EV models from five other carmakers are likely to pressure the Chinese auto firm’s sales this year.

SoFi Technologies (NASDAQ:SOFI) stock gained 3% after Citizens upgraded the online personal finance company to “market outperform” from “market perform,” citing the fall of about 20% year-to-date."
Micron stock falls after Samsung’s next-gen chip production news,https://www.investing.com/news/stock-market-news/micron-stock-falls-after-samsungs-nextgen-chip-production-news-4493349,Investing.com,2026-02-09 12:19:50,Free,"Investing.com -- Micron Technology (NASDAQ:MU) stock fell 3.2% on Monday following reports that rival Samsung Electronics will begin mass production of next-generation high-bandwidth memory chips earlier than expected.

The South Korean tech giant plans to start large-scale production of HBM4 chips as early as this month for use in Nvidia’s (NASDAQ:NVDA) artificial intelligence processors, according to South Korea’s Yonhap news agency. Samsung has reportedly passed Nvidia’s quality certification process and secured purchase orders, with production timing aligned to Nvidia’s launch plans for its next-generation AI accelerator, known as Vera Rubin.

This development puts pressure on Micron, which competes with Samsung and SK Hynix in manufacturing high-bandwidth memory chips crucial for advanced AI processors. HBM chips carry higher margins than typical memory components and have been a significant factor in Micron’s stock performance, which has more than quadrupled over the past 12 months.

During Micron’s most recent earnings call, CEO Sanjay Mehrotra indicated the company was set to ramp up its own HBM4 production in the second quarter of 2026. Samsung’s accelerated timeline could potentially give the Korean manufacturer a competitive edge in supplying chips to Nvidia and other AI chip makers.

Samsung’s HBM4 chips reportedly feature data processing speeds of up to 11.7 Gbps, exceeding industry standards and offering 22% higher performance than previous generation HBM3E chips. The company plans to leverage its position as the only semiconductor manufacturer capable of providing comprehensive solutions across logic, memory, foundry, and packaging.

Some investors have recently expressed concerns about Micron’s ability to maintain market share in the increasingly competitive high-bandwidth memory segment."
Micron stock price target raised to $450 from $400 at UBS on memory demand,https://www.investing.com/news/analyst-ratings/micron-stock-price-target-raised-to-450-from-400-at-ubs-on-memory-demand-93CH-4491339,Investing.com,2026-02-06 16:19:02,Free,"Investing.com - UBS raised its price target on Micron Technology (NASDAQ:MU) to $450 from $400 on Friday, maintaining a Buy rating as memory pricing dynamics strengthen across both DRAM and NAND.

The firm now forecasts first-quarter 2026 industry contract pricing for DDR memory to increase approximately 62% quarter-over-quarter, slightly better than previous estimates, while NAND pricing is expected to rise about 40% quarter-over-quarter, up from an earlier projection of 27%.

UBS believes memory supply shortages will extend deeper into 2027 than previously anticipated, with DRAM potentially remaining undersupplied through the fourth quarter of 2027 and NAND until the first quarter of 2027, despite some demand destruction in PCs and smartphones due to rising prices.

The firm projects memory industry revenue (DRAM+NAND) to reach approximately $566 billion in 2026 and $788 billion in 2027, potentially exceeding the entire semiconductor industry’s 2024 revenue.

UBS increased its earnings per share estimates for Micron to approximately $54 in 2026 and $75 in 2027, noting that at current prices, Micron trades at only about 5 times earnings while hard disk drive stocks trade at more than twice this multiple.

In other recent news, Micron Technology is preparing to announce a new investment in memory chip manufacturing capacity in Singapore, focusing on NAND flash memory production. This development comes amid several analyst firms raising their price targets for the company, reflecting positive expectations in the market. Mizuho increased its target to $480, highlighting pricing tailwinds in DRAM and NAND markets that could enhance Micron’s growth and margins into 2026. HSBC also raised its target to $500, attributing the increase to a rapid rally in DRAM prices. Similarly, TD Cowen upped its target to $450, pointing to worsening shortages in the memory market as a driving factor. Stifel adjusted its target to $360, noting that growth in AI cloud infrastructure has absorbed DRAM output, creating a market shortage. These developments indicate a strong focus on Micron’s potential to capitalize on current market conditions.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Micron Tech receives Investment Bank Analyst Rating Update,https://www.investing.com/news/pro/ubs-maintains-micron-at-buy-with-a-price-target-of-45000-4490866,Investing.com,2026-02-06 15:37:02,Pro,PAID
Micron stock dips as analyst slashes Nvidia HBM4 supply forecast to zero,https://www.investing.com/news/stock-market-news/micron-stock-dips-as-analyst-slashes-nvidia-hbm4-supply-forecast-to-zero-4491031,Investing.com,2026-02-06 14:40:13,Free,"Investing.com -- Micron Technology (NASDAQ:MU) stock fell 0.5% in pre-market trading Friday, erasing earlier gains following a cautious note from Semianalysis regarding the company’s high-bandwidth memory (HBM) prospects.

The semiconductor manufacturer had initially seen its shares rise 4% pre-market, buoyed by Amazon’s (NASDAQ:AMZN) announcement of a massive $200 billion capital expenditure forecast for 2026, which signaled strong future demand for memory chips.

However, sentiment shifted after Semianalysis reduced Micron’s expected share of Nvidia’s (NASDAQ:NVDA) next-generation HBM4 memory to zero. ""We currently do not see indications of Nvidia ordering Micron HBM4,"" the research firm stated in its report.

This assessment follows Semianalysis’ previous downgrade of Micron’s HBM4 prospects in early January, which cited ""poor speed performance from their use of an internal base die."" The firm now expects Nvidia’s HBM4 supply to be split between SK Hynix and Samsung at approximately 70% and 30%, respectively.

HBM is a critical component for advanced AI chips, and being excluded from Nvidia’s next-generation products could impact Micron’s growth in the high-margin AI memory segment, despite potential benefits from increased data center spending signaled by Amazon’s capital expenditure plans."
Micron Technology Falls Following Cautious Comments,https://www.investing.com/news/pro/micron-technology-falls-following-cautious-comments-432SI-4490905,Investing.com,2026-02-06 14:22:42,Pro,PAID
"Wednesday’s Insider Activity: Major Buys in Berkley, Streamex Amid Exec Sells",https://www.investing.com/news/stock-market-news/wednesdays-insider-activity-major-buys-in-berkley-streamex-amid-exec-sells-93CH-4487901,Investing.com,2026-02-05 14:00:39,Free,"Here’s a summary of the most significant insider buying and selling activities disclosed on Wednesday, February 4, 2026.

Top Insider Buys

Berkley W R Corp (NYSE:WRB) saw substantial insider buying from ten percent owner Mitsui Sumitomo Insurance Co., which purchased shares worth $21.4 million between February 2 and February 4, 2026. The transactions included 237,062 shares at prices between $67.43 and $67.99 on February 2, followed by additional purchases on February 3 and 4, with the final acquisition of 22,415 shares at prices ranging from $70.00 to $70.63. W.R. Berkley, currently trading at $70.19 with a market capitalization of $26.46 billion, has shown strong performance with an 18.43% return over the past year.

Streamex Corp (EXCHANGE:STEX) ten percent owner Frank Giustra reported purchasing 100,000 shares at $3.17 per share, totaling $317,000. Following the transaction, Giustra now holds 1,278,205 shares. This purchase comes as Streamex shares have fallen 6.14% over the past week, though the stock has delivered an impressive 201.44% return over the past year. Analysts have set a $12 target price for the stock. Recently, Streamex completed a public offering raising approximately $35 million and announced plans to prepay $50 million in convertible debt.

Empery Digital Inc (EXCHANGE:EMPD) saw ten percent owner ATG Capital Opportunities Fund LP purchase shares totaling $3.2 million. On February 2, the fund bought 131,962 shares at a weighted average price of $4.67, for a total value of $616,324. This investment comes as EMPD shares trade near their 52-week low, having fallen 69.26% over the past year.

General American Investors Co Inc (NYSE:GAM) Senior Vice-President Anang K. Majmudar purchased shares of the company’s 5.95% Preferred Stock in two transactions. On February 3, Majmudar acquired 1,700 shares, and on February 4, he acquired 1,095 shares, all at $25 per share, for a total value of $69,875. GAM, currently trading at $60.84 with a market cap of $1.42 billion, has maintained dividend payments for 54 consecutive years.

Eagle Capital Growth Fund, Inc. (EXCHANGE:GRF) Director Neal F. Zalenko purchased 500 shares at $10.80 per share, totaling $5,400. Following the purchase, Zalenko directly owns 20,216.96 shares of Eagle Capital Growth Fund.

Top Insider Sells

TransDigm Group Inc (NYSE:TDG) Director Kevin M. Stein sold 11,985 shares at prices ranging from $1,431.46 to $1,440.48, totaling $15.89 million. The shares were held indirectly through the Fortuna Trust dated June 1, 2018. Following the sales, Stein continues to indirectly own 8,158 shares.

Micron Technology Inc (NASDAQ:MU) Executive Vice President and Chief Business Officer Sumit Sadana sold a total of $10.7 million in company stock on February 2. Sadana sold 17,450 shares at prices ranging from $429.00 to $429.99 ($7.49 million), 7,500 shares at prices from $430.58 to $431.44 ($3.23 million), and 50 shares at $431.76 ($21,588).

Western Digital Corp (NASDAQ:WDC) Chief Executive Officer Irving Tan sold 17,201 shares at prices ranging from $242.23 to $262.55, totaling $5.11 million. WDC is currently trading at $269.41, near its 52-week high of $296.50, after delivering a 460.9% return over the past year. Following these transactions, Tan directly owns 623,586 shares.

East West Bancorp Inc (NASDAQ:EWBC) Chief Executive Officer Ng Dominic sold 50,000 shares on February 4, totaling $5.89 million at prices ranging from $117.62 to $118.07. The transaction occurred with EWBC trading near its 52-week high of $119.73, as the stock has delivered a 20% return over the past six months.

Why Monitor Insider Trading

Tracking insider transactions provides valuable insights into how company executives and major shareholders view their own company’s prospects. When insiders buy shares with their own money, it often signals confidence in the company’s future performance. Conversely, insider selling may occur for various reasons including portfolio diversification or personal financial needs, but substantial selling can sometimes raise questions about the company’s outlook. Investors should consider insider activity as just one of many factors in their investment decision-making process, alongside fundamental analysis, industry trends, and broader market conditions.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
Memory chip prices surge as much as 90% so far in Q1- Counterpoint,https://www.investing.com/news/stock-market-news/memory-chip-prices-surge-as-much-as-90-so-far-in-q1-counterpoint-4486552,Investing.com,2026-02-05 06:56:00,Free,"Investing.com-- Memory chip prices were seen rising as much as 90% so far in the first quarter of 2026 from the prior three months, analytics firm Counterpoint Research said on Thursday, as the sector sees outsized demand from the artificial intelligence industry.

The biggest driver of the rise was sharp increases in prices of general-purpose server DRAM chips, while NAND memory prices, which were seen remaining relatively muted in Q4, also rose sharply.

Server memory chip prices jumped on average between 90% and 98% in Q1, Counterpoint data showed. This was after a 60% to 76% increase in Q4.

Sever memory prices are projected to rise another 20% in the second quarter of 2026.

PC memory prices rose between 91% and 100% so far in Q1, following a 20% to 35% increase in Q4. They are also expected to rise another 15% to 20% in Q2.

Higher memory chip prices stand to greatly benefit major producers such as Samsung Electronics Co Ltd (KS:005930), SK Hynix Inc (KS:000660), and Micron Technology Inc (NASDAQ:MU). The three were seen logging bumper earnings growth in 2025 on outsized demand for memory chips from the AI industry.

Advanced memory is a key component of AI data centres, given the high computing requirements of generative AI models.

Wall Street’s so-called AI hyperscalers– a group of technology giants spending hundreds of billions on building out AI infrastructure– were seen rapidly snapping up memory chips over the past year.

This prompted warnings on a potential supply shortage from several memory chip producers, with AI-fueled demand set to largely outpace production.

Memory chip price surge to hit device makers

The surge in memory chip prices, however, drew warnings from several consumer electronics manufacturers of higher prices and slimmer margins in the coming quarter.

PC makers Lenovo Group (HK:0992) and Dell Technologies Inc (NYSE:DELL), who are major consumers of memory, warned that they would likely increase their device prices in 2026, after current memory procurement contracts expire and they have to source more inventory.

“For device manufacturers, this is a double whammy – rising component costs and weakened consumer purchasing power will likely slow the demand as the quarter progresses,” Jeongku Choi, senior analyst at Counterpoint said in a mailed statement.

“This calls for OEMs to change procurement patterns or focus on premium models to justify the higher price by delivering more value to consumers.”

Smartphone makers such as Samsung, as well as videogame console makers such as Nintendo Co Ltd (TYO:7974), have also warned of headwinds from steep memory prices."
Micron Technology EVP Sadana sells $10.7m in stock,https://www.investing.com/news/insider-trading-news/micron-technology-evp-sadana-sells-107m-in-stock-93CH-4486362,Investing.com,2026-02-05 00:13:10,Free,"Sumit Sadana, Executive Vice President and Chief Business Officer at Micron Technology Inc (NASDAQ:MU), sold a total of $10.7 million in company stock on February 2, 2026.

According to a Form 4 filing with the Securities and Exchange Commission, Sadana sold 17,450 shares of common stock at a weighted average price ranging from $429.00 to $429.99, for a total of $7,493,483. He also sold 7,500 shares at prices ranging from $430.58 to $431.44, for a total of $3,232,125. An additional 50 shares were sold at $431.76, for a total of $21,588.

Following these transactions, Sadana directly owns 248,021 shares of Micron Technology Inc.

In other recent news, Micron Technology is preparing to announce a new investment in memory chip manufacturing capacity in Singapore, focusing on NAND flash memory production. This development highlights the company’s strategic expansion efforts in the region. Several analyst firms have also adjusted their price targets for Micron Technology. Mizuho raised its target to $480, citing pricing tailwinds in the DRAM and NAND markets that are expected to enhance top-line growth and margins. HSBC increased its target to $500, attributing the change to the rapid rise in DRAM prices. TD Cowen set a new target of $450, pointing to worsening shortages in the memory market as a key driver. Stifel adjusted its target to $360, noting that growth in AI cloud infrastructure has absorbed DRAM output, providing Micron with ""breathing room"" on its supply roadmap. These developments reflect a positive outlook from analysts on Micron’s future performance.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
"AMD, Eli Lilly among market cap stock movers on Wednesday",https://www.investing.com/news/stock-market-news/amd-eli-lilly-among-market-cap-stock-movers-on-wednesday-93CH-4485480,Investing.com,2026-02-04 15:31:40,Free,"Wednesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Eli Lilly and PepsiCo are rallying, while stocks like Advanced Micro Devices and Boston Scientific are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers ($200B+ Market Cap)

Large-Cap Stock Movers ($10B-$200B Market Cap)

Mid-Cap Stock Movers ($2B-$10B Market Cap)

Small-Cap Stock Movers ($300M-$2B Market Cap)

For real-time, market-moving news, join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
"IBM, Palantir among market cap stock movers on Tuesday",https://www.investing.com/news/stock-market-news/ibm-palantir-among-market-cap-stock-movers-on-tuesday-93CH-4482306,Investing.com,2026-02-03 15:31:54,Free,"Tuesday’s market has seen swings in various stocks based on news and other factors. Today, stocks like Palantir Technologies and Woodward are rallying, while stocks like IBM and PayPal Holdings are falling. Below are highlights of some of the biggest stock movers, from mega-caps to small caps.

Mega-Cap Movers (Market Cap $200B+):

Large-Cap Stock Movers (Market Cap $10B-$200B):

Mid-Cap Stock Movers (Market Cap $2B-$10B):

Small-Cap Stock Movers (Market Cap $300M-$2B):

For real-time, market-moving news join Investing Pro.

This article was generated with the support of AI and reviewed by an editor. For more information see our T&C."
S&P 500 flirts with record high; chipmakers and small caps jump,https://www.investing.com/news/stock-market-news/us-stock-futures-slide-as-commodity-rout-rattles-markets-4478176,Reuters,2026-02-03 00:36:55,Free,"By Noel Randewich and Pranav Kashyap

Feb 2 (Reuters) - The S&P 500 closed higher on Monday, lifted by gains in chipmakers and other companies related to artificial intelligence, while smaller companies also rose sharply.

The Russell 2000 index jumped about 1%, with the small-cap index significantly outperforming the S&P 500 and Nasdaq so far in 2026.

Alphabet rose 1.9% to a record high and Amazon added 1.5%. Both companies are set to report quarterly results this week, giving investors an additional glimpse of the race to dominate AI technology.

AI-related data firm Palantir climbed 0.8% ahead of its quarterly report after the bell.

Chipmakers benefiting from AI-related demand for their components also rallied. SanDisk surged 15.4%, while Advanced Micro Devices rose 4% and Micron Technology added 5.5%.

It was the S&P 500’s first gain in three sessions following recent worries about pricey valuations of technology companies whose shares have soared in recent years on optimism about AI.

The S&P 500 is up about 2% in 2026, lagging the Russell 2000’s more than 6% rally.

Investors often view gains in small-cap stocks as a reflection of confidence in the economy.

""The fundamentals are good and earnings are strong. We have positive surprises both for revenues and earnings, pretty much across the board,"" said Tim Ghriskey, senior portfolio strategist at Ingalls & Snyder in New York.

Analysts expect S&P 500 companies to have grown their earnings nearly 11% in the December quarter, up from an estimate of about 9% at the start of January, according to LSEG.

Technology-related companies are driving most of that growth.

Walt Disney tumbled 7.4%, despite posting quarterly earnings above Wall Street expectations, as it warned of a decline in international visitors to its U.S. theme parks and a slump in earnings at its TV and film division.

The S&P 500 climbed 0.54% to end the session at 6,976.44 points, just short of its record high close of 6,978.60 last Tuesday.

The Nasdaq gained 0.56% to 23,592.11 points, while the Dow Jones Industrial Average rose 1.05% to 49,407.66 points.

Volume on U.S. exchanges was heavy, with 20.1 billion shares traded, compared to an average of 19.4 billion shares over the previous 20 sessions.

U.S. factory activity grew for the first time in a year in January, PMI data showed.

The CBOE VIX, a volatility index also known as Wall Street’s ""fear gauge,"" dropped 1 point to 16.5. During the session, it touched a near two-week high.

The S&P 500 energy sector index dropped 2% as oil prices slid. U.S. President Donald Trump said Iran was ""seriously talking"" with Washington, comments that hinted at de-escalation and eased fears of supply disruptions.

Lower energy prices boosted airline shares. United Airlines, JetBlue, Delta Air Lines and Southwest all rallied between 4% and 8%.

The House of Representatives took up legislation to lift a partial government shutdown that began on Saturday, with a final vote expected on Tuesday.

The Bureau of Labor Statistics said the closely watched employment report for January would not be released on Friday due to the partial shutdown.

Advancing issues outnumbered falling ones within the S&P 500 by a 1.4-to-one ratio.

The S&P 500 posted 30 new highs and 9 new lows; the Nasdaq recorded 160 new highs and 217 new lows."
Form 144 MICRON TECHNOLOGY For: 2 February,https://www.investing.com/news/filings/form-144-micron-technology-for-2-february-93CH-4480426,Investing.com,2026-02-02 23:15:12,Free,EMPTY_CONTENT
